,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,capital.diff,age.group
18167,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States,>50K,0,46-55
18168,Private,Some-college,Widowed,Adm-clerical,Unmarried,Black,Female,48,United-States,<=50K,0,36-45
18169,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,56-65
18170,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,Columbia,<=50K,0,26-35
18171,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,India,>50K,0,36-45
18172,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,46-55
18173,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Male,80,United-States,<=50K,0,36-45
18174,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K,0,17-25
18175,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,40,United-States,<=50K,0,26-35
18176,Private,Some-college,Separated,Sales,Not-in-family,White,Female,40,United-States,<=50K,0,56-65
18177,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0,36-45
18178,Self-emp-not-inc,Some-college,Divorced,Handlers-cleaners,Own-child,White,Female,40,United-States,<=50K,0,46-55
18179,Local-gov,Some-college,Married-spouse-absent,Exec-managerial,Unmarried,Black,Female,35,United-States,<=50K,0,36-45
18180,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K,0,26-35
18181,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0,17-25
18182,Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,Black,Female,20,United-States,<=50K,0,26-35
18183,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
18184,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,0,36-45
18185,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,<=50K,0,36-45
18186,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,80,United-States,<=50K,0,26-35
18187,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,17-25
18188,Private,11th,Never-married,Adm-clerical,Not-in-family,White,Female,40,Germany,<=50K,0,17-25
18189,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0,36-45
18190,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,>50K,0,26-35
18191,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,25,United-States,<=50K,0,17-25
18192,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,0,17-25
18193,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,0,17-25
18194,Private,HS-grad,Divorced,Sales,Other-relative,White,Female,32,United-States,<=50K,0,56-65
18195,Self-emp-inc,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,60,United-States,<=50K,0,26-35
18196,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,35,United-States,>50K,0,56-65
18197,Private,11th,Never-married,Other-service,Own-child,White,Male,16,United-States,<=50K,0,17-25
18198,Private,7th-8th,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Puerto-Rico,<=50K,0,56-65
18199,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,36-45
18200,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0,46-55
18201,Private,Prof-school,Never-married,Prof-specialty,Other-relative,White,Female,65,United-States,<=50K,0,46-55
18202,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K,0,46-55
18203,State-gov,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,>50K,0,36-45
18204,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0,36-45
18205,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,60,United-States,<=50K,0,36-45
18206,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0,26-35
18207,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,<=50K,0,36-45
18208,Private,HS-grad,Separated,Adm-clerical,Own-child,White,Female,30,United-States,<=50K,0,17-25
18209,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,48,United-States,<=50K,0,46-55
18210,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
18211,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0,26-35
18212,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,<=50K,0,56-65
18213,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,5,United-States,<=50K,0,36-45
18214,Private,5th-6th,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,0,17-25
18215,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K,0,26-35
18216,Private,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,20,United-States,<=50K,0,56-65
18217,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40,Cambodia,<=50K,0,26-35
18218,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Mexico,<=50K,0,36-45
18219,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,16,United-States,<=50K,0,26-35
18220,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,56-65
18221,Private,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,60,United-States,<=50K,0,36-45
18222,Self-emp-not-inc,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,0,26-35
18223,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,42,United-States,<=50K,0,36-45
18224,Private,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
18225,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,22,United-States,<=50K,0,56-65
18226,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States,<=50K,0,36-45
18227,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,16,United-States,>50K,0,26-35
18228,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K,0,26-35
18229,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,8,United-States,<=50K,0,26-35
18230,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,0,36-45
18231,Private,Some-college,Never-married,Other-service,Own-child,White,Male,8,United-States,<=50K,0,17-25
18232,State-gov,7th-8th,Never-married,Tech-support,Unmarried,White,Female,20,United-States,<=50K,0,17-25
18233,Private,12th,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,0,46-55
18234,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,60,United-States,<=50K,0,46-55
18235,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,17-25
18236,Private,10th,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,30,United-States,<=50K,0,36-45
18237,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,45,Iran,<=50K,0,36-45
18238,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States,>50K,0,56-65
18239,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K,0,56-65
18240,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0,26-35
18241,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0,26-35
18242,Private,10th,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0,
18243,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,<=50K,0,36-45
18244,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
18245,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,<=50K,0,26-35
18246,Federal-gov,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,45,United-States,<=50K,0,17-25
18247,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0,56-65
18248,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,50,United-States,>50K,0,36-45
18249,Private,1st-4th,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,34,Philippines,<=50K,0,66-90
18250,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,54,United-States,<=50K,0,17-25
18251,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,26-35
18252,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,44,United-States,<=50K,0,46-55
18253,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Germany,<=50K,0,36-45
18254,Private,9th,Widowed,Craft-repair,Not-in-family,White,Male,10,United-States,<=50K,0,66-90
18255,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0,36-45
18256,Federal-gov,Bachelors,Never-married,Armed-Forces,Not-in-family,White,Male,40,United-States,<=50K,0,17-25
18257,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,32,United-States,<=50K,0,56-65
18258,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,46-55
18259,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,56-65
18260,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,0,26-35
18261,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,0,36-45
18262,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,35,United-States,>50K,0,56-65
18263,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Male,40,Jamaica,<=50K,0,26-35
18264,Private,Some-college,Divorced,Other-service,Own-child,White,Female,20,United-States,<=50K,0,26-35
18265,Local-gov,Bachelors,Divorced,Craft-repair,Not-in-family,Black,Male,35,Outlying-US(Guam-USVI-etc),<=50K,0,56-65
18266,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,0,26-35
18267,Private,9th,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0,17-25
18268,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0,46-55
18269,Private,10th,Never-married,Other-service,Own-child,Black,Male,25,United-States,<=50K,0,17-25
18270,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,46-55
18271,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,36-45
18272,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0,17-25
18273,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,Other,Male,43,United-States,<=50K,0,17-25
18274,Private,12th,Never-married,Other-service,Own-child,White,Female,6,United-States,<=50K,0,
18275,Private,Assoc-acdm,Divorced,Transport-moving,Not-in-family,Black,Male,40,United-States,<=50K,0,46-55
18276,Local-gov,Bachelors,Never-married,Adm-clerical,Other-relative,Black,Female,40,United-States,<=50K,0,17-25
18277,Private,Masters,Never-married,Other-service,Not-in-family,White,Female,20,United-States,<=50K,0,66-90
18278,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,<=50K,0,17-25
18279,Private,11th,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,<=50K,0,66-90
18280,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0,46-55
18281,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Female,20,Columbia,<=50K,0,26-35
18282,Local-gov,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,66,United-States,<=50K,0,26-35
18283,Private,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0,56-65
18284,Federal-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0,36-45
18285,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,32,United-States,<=50K,0,26-35
18286,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,Ecuador,<=50K,0,36-45
18287,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,20,United-States,<=50K,0,17-25
18288,Self-emp-inc,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,<=50K,0,26-35
18289,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female,35,United-States,<=50K,0,36-45
18290,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,30,United-States,<=50K,0,17-25
18291,Private,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,0,46-55
18292,Private,Masters,Never-married,Sales,Not-in-family,White,Male,50,United-States,>50K,0,36-45
18293,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,40,United-States,<=50K,0,36-45
18294,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,35,United-States,<=50K,0,17-25
18295,Self-emp-not-inc,Some-college,Divorced,Sales,Not-in-family,White,Female,40,United-States,<=50K,0,46-55
18296,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0,26-35
18297,Private,11th,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,40,United-States,<=50K,0,26-35
18298,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,32,United-States,<=50K,0,46-55
18299,Federal-gov,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0,56-65
18300,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0,26-35
18301,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0,26-35
18302,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
18303,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0,56-65
18304,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,0,46-55
18305,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,>50K,0,36-45
18306,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Mexico,<=50K,0,56-65
18307,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,50,United-States,>50K,0,36-45
18308,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,England,>50K,0,26-35
18309,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,38,United-States,<=50K,0,36-45
18310,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0,17-25
18311,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0,36-45
18312,Private,HS-grad,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Female,35,United-States,<=50K,0,56-65
18313,Private,Some-college,Never-married,Prof-specialty,Other-relative,White,Female,15,United-States,<=50K,0,17-25
18314,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,>50K,0,36-45
18315,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,0,56-65
18316,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0,56-65
18317,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,36,United-States,<=50K,0,26-35
18318,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K,0,17-25
18319,Private,HS-grad,Never-married,Farming-fishing,Own-child,Black,Male,30,United-States,<=50K,0,17-25
18320,Federal-gov,HS-grad,Never-married,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K,0,36-45
18321,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0,56-65
18322,Private,11th,Never-married,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K,0,26-35
18323,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,0,36-45
18324,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,Philippines,<=50K,0,26-35
18325,Private,Assoc-voc,Never-married,Tech-support,Own-child,White,Female,36,United-States,<=50K,0,17-25
18326,Private,Masters,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,0,26-35
18327,Private,11th,Never-married,Sales,Unmarried,White,Male,15,United-States,<=50K,0,
18328,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0,56-65
18329,Private,7th-8th,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,20,United-States,<=50K,0,66-90
18330,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,0,26-35
18331,State-gov,Some-college,Never-married,Adm-clerical,Other-relative,White,Female,15,Japan,<=50K,0,17-25
